type	freq
ancestors	889
ancestral	281
ancestries	3
ancestry	224
anchor	609
anchorage	140
anchorages	44
anchored	252
anchoring	95
anchorite	5
anchorites	3
anchors	99
anchovies	26
anchovy	43
ancien	63
ancient	4917
anciently	22
ancients	60
ancillae	1
ancillaries	22
ancillary	357
and	2627506
andante	44
andantino	5
andesite	27
andesitic	12
andiron	1
andirons	1
andouille	5
androcentric	9
androcentrism	2
androgen	6
androgenic	2
androgens	8
androgyne	1
androgynous	39
androgyny	40
android	64
androids	112
ands	25
ane	15
anecdotal	164
anecdote	188
anecdotes	243
anechoic	4
anemic	1
anemometer	17
anemometers	7
anemone	122
anemones	125
anencephalic	2
anencephaly	1
anergy	8
aneroid	3
aneurin	44
aneurism	1
aneurysm	28
aneurysms	14
anew	178
anga	6
angas	2
angel	1505
angelfish	50
angelic	91
angelically	4
angels	761
anger	3678
angered	338
angering	13
angers	65
angina	115
anginal	4
angiogenesis	19
angiogenic	2
angiogram	8
angiograms	4
angiography	42
angioplasty	58
angiosperm	4
angiosperms	34
anglais	52
anglaise	33
angle	2554
angled	360
angler	202
anglers	511
angles	1264
anglicisation	3
anglicise	4
anglicised	18
anglicising	4
anglicization	3
anglicize	3
anglicized	22
angling	296
anglocentric	2
anglocentrism	1
anglophile	24
anglophiles	5
anglophilia	5
anglophilic	1
anglophobe	2
anglophobia	6
anglophobic	2
anglophone	31
anglophones	5
angora	37
angoras	4
angostura	10
angrier	52
angriest	4
angrily	1041
angry	4025
angst	131
angstrom	2
angstroms	6
anguish	527
anguished	194
anguishes	1
anguishing	6
angular	440
angularities	2
angularity	20
angulation	8
angulations	1
anhydride	13
anhydrite	41
anhydrous	9
ani	14
aniline	28
anima	15
animadvert	1
animadverted	2
animadverting	1
animal	6795
animalcule	2
animalcules	1
animals	8519
animate	121
animated	413
animatedly	36
animates	18
animating	24
animation	324
animations	29
animator	23
animators	17
animatronic	4
animatronics	10
anime	1
animism	49
animist	8
animistic	7
animosities	15
animosity	224
animus	42
anion	56
anionic	25
anions	51
anis	20
anise	15
aniseed	37
anisette	6
ankh	33
ankle	1036
ankles	481
anklet	6
anklets	11
ankylosis	1
annal	16
annales	37
annalist	12
annalists	4
annals	154
annatto	2
annealed	17
annealing	83
anneals	1
annelid	8
annex	198
annexation	128
annexe	182
annexed	164
annexes	35
annexing	25
annihilate	48
annihilated	66
annihilates	8
annihilating	34
annihilation	111
annihilations	1
anniversaries	89
anniversary	2057
annotate	22
annotated	111
annotates	1
annotating	9
annotation	45
annotations	47
announce	1097
announced	10422
announcement	2363
announcements	371
announcer	70
announcers	23
announces	320
announcing	773
annoy	227
annoyance	445
annoyances	11
annoyed	878
annoying	448
annoyingly	37
annoys	103
annual	8196
annually	1108
annuals	81
annuitant	1
annuitants	2
annuities	64
annuity	177
annul	33
annular	20
annuli	1
annulled	96
annulling	16
annulment	59
annuls	1
annulus	7
annum	905
annunciation	54
annus	44
anode	38
anodes	2
anodic	2
anodised	10
anodising	2
anodized	3
anodyne	42
anoint	16
anointed	124
anointing	49
anointment	5
anoints	7
anole	2
anoles	1
anomala	14
anomalies	344
anomalous	276
anomalously	20
anomaly	242
anomic	11
anomie	42
anon	64
anonymity	268
anonymous	1125
anonymously	110
anopheles	7
anorak	197
anoraks	58
anorectal	45
anorectic	2
anorexia	327
anorexic	193
anorexics	39
another	59190
anova	36
anoxia	14
anoxic	18
ansa	2
anser	27
answer	14354
answerable	197
answered	3621
answering	1208
answers	3604
ant	478
anta	18
antacid	6
antacids	21
antagonise	50
antagonised	13
antagonises	4
antagonising	21
antagonism	263
antagonisms	55
antagonist	108
antagonistic	161
antagonistically	7
antagonists	134
antagonize	44
antagonized	24
antagonizes	2
antagonizing	12
antebellum	3
antecedent	141
antecedents	158
antechamber	40
antechambers	3
antedate	6
antedated	8
antedates	6
antedating	3
antediluvian	20
antelope	103
antelopes	51
antenatal	153
antenna	76
antennae	160
antennas	16
anterior	204
anteroom	30
anterooms	4
anteroposterior	4
anthem	306
anthemion	4
anthems	98
anther	7
anthers	23
anthocyanins	1
anthologies	49
anthology	191
anthracite	38
anthrax	27
anthropic	34
anthropocentric	8
anthropocentrism	2
anthropogenic	25
anthropogenically	1
anthropoid	22
anthropoids	1
anthropological	384
anthropologically	10
anthropologies	4
anthropologist	258
anthropologists	450
anthropology	701
anthropometric	11
anthropomorphic	53
anthropomorphically	7
anthropomorphise	3
anthropomorphism	22
anthropomorphize	1
anthropomorphized	2
anthropomorphizing	1
anthropophagous	1
anthropophagy	3
anthurium	2
anthuriums	3
antibacterial	52
antibiotic	251
antibiotics	496
antibodies	779
antibody	812
antic	8
antichrist	47
antichrists	2
anticipate	730
anticipated	1629
anticipates	140
anticipating	348
anticipation	788
anticipations	23
anticipatory	79
anticlerical	26
anticlericalism	28
anticlimax	46
anticlimaxes	2
anticline	12
anticlines	4
anticlockwise	50
anticoagulant	12
anticoagulants	8
anticommunist	3
anticompetitive	29
antics	243
anticyclone	4
anticyclones	2
antidepressant	23
antidepressants	49
antidote	186
antidotes	19
antifreeze	11
antigen	427
antigenic	34
antigenically	4
antigenicity	2
antigens	267
antihistamine	9
antihistamines	16
antimacassar	1
antimacassars	10
antimatter	25
antimissile	3
antimony	36
antineutrino	7
antineutrinos	6
antinomian	13
antinomianism	12
antinomies	6
antinomy	2
antioxidant	21
antioxidants	19
antipasti	3
antipasto	13
antipathies	13
antipathy	168
antiphon	10
antiphonal	14
antiphony	4
antipodal	2
antipodean	38
antipodes	27
antipollution	3
antiquarian	131
antiquarianism	10
antiquarians	12
antiquaries	54
antiquary	28
antiquated	130
antique	850
antiques	534
antiquities	238
antiquity	354
antisemitic	33
antisemitism	41
antiseptic	135
antiseptically	1
antiseptics	25
antisera	56
antiserum	59
antiserums	1
antislavery	288
antisocial	50
antitank	6
antitheses	13
antithesis	188
antithetical	57
antithetically	1
antitoxin	6
antitoxins	3
antitrust	81
antiulcer	25
antler	31
antlers	95
antlia	1
antonym	7
antonymic	1
antonymous	2
antonyms	8
antonymy	6
antral	184
antrum	111
ants	575
antsy	3
anubis	16
anuran	2
anurans	11
anus	142
anuses	4
anvil	74
anvils	3
anxieties	506
anxiety	2619
anxious	2989
anxiously	604
any	122131
anybody	4764
anyhow	461
anymore	278
anyone	14297
anythin	29
anything	27512
anytime	116
anyway	11654
anyways	28
anywhere	3965
anzac	22
anzacs	8
aorta	44
aortas	1
aortic	52
apace	104
apart	9794
apartheid	516
apartheids	1
apartment	1247
apartments	629
apathetic	97
apathetically	8
apathy	275
apatite	11
apatites	2
apatosaurus	1
ape	247
aped	23
apelike	2
apercu	1
aperient	3
aperients	2
aperitif	50
aperitifs	17
aperture	168
apertures	45
apes	263
apex	318
apexes	5
aphasia	116
aphasic	22
aphasics	11
aphelion	2
aphid	41
aphids	120
aphis	6
aphorism	40
aphorisms	40
aphrodisiac	82
aphrodisiacs	21
aphthous	3
apiarist	2
apiary	5
apical	210
apically	8
apiece	215
aping	20
aplastic	7
aplenty	43
aplomb	79
apnea	1
apnoea	15
apocalypse	135
apocalyptic	140
apocrypha	15
apocryphal	83
apocryphally	1
apodictic	2
apogee	62
apolitical	67
apologetic	222
apologetically	190
apologia	31
apologies	518
apologise	574
apologised	361
apologises	41
apologising	115
apologist	40
apologists	46
apologize	284
apologized	130
apologizes	17
apologizing	61
apology	666
apomixis	3
apophthegm	3
apoplectic	24
apoplectically	1
apoplexy	25
apoptosis	69
apoptotic	19
aporia	7
aporias	3
aposematic	29
apostasy	30
apostate	39
apostates	5
apostle	204
apostles	246
apostleship	1
apostolate	17
apostolates	1
apostolic	114
apostrophe	95
apostrophes	13
apothecaries	55
apothecary	105
apothegm	1
apotheosis	55
apotropaic	2
appal	15
appalled	569
appalling	1032
appallingly	109
appaloosa	5
appals	12
appanage	2
apparat	2
apparatchik	20
apparatchiks	37
apparats	2
apparatus	1111
apparatuses	58
apparel	65
apparell	2
apparelled	3
apparels	2
apparent	5240
apparently	7601
apparition	101
apparitions	39
appeal	11069
appealed	1376
appealing	1127
appealingly	32
appeals	1648
appear	10768
appearance	5367
appearances	1138
appeared	10220
appearing	1418
appears	7594
appease	123
appeased	36
appeasement	107
appeaser	9
appeasers	8
appeases	2
appeasing	21
appel	42
appellant	474
appellants	212
appellate	152
appellation	58
appellations	13
append	65
appendage	48
appendages	90
appendectomy	6
appended	99
appendicectomies	1
appendicectomy	11
appendices	128
appendicitis	62
appending	10
appendix	1765
appendixes	4
appends	6
appertain	15
appertained	5
appertaining	38
appertains	6
appetising	43
appetit	12
appetite	864
appetites	172
appetizing	33
appian	20
applaud	183
applauded	293
applauder	1
applauding	54
applauds	16
applause	542
apple	2751
applejack	5
apples	845
applet	2
applets	4
appliance	181
appliances	483
applicability	212
applicable	1415
applicant	1354
applicants	1223
application	10314
applications	6283
applicator	11
applicators	3
applied	7584
applies	2810
applique	15
appliqued	6
appliques	1
apply	8013
applying	1976
appoint	1043
appointed	6804
appointee	46
appointees	140
appointing	397
appointment	4412
appointments	1510
appoints	188
apportion	57
apportioned	78
apportioning	41
apportionment	68
apportionments	6
apportions	3
apposed	10
apposite	79
appositely	2
appositeness	3
apposition	49
appositions	7
appositive	2
appraisal	1176
appraisals	110
appraise	81
appraised	111
appraiser	8
appraisers	13
appraises	9
appraising	98
appraisingly	21
appreciable	235
appreciably	137
appreciate	2581
appreciated	1507
appreciates	117
appreciating	167
appreciation	1304
appreciative	172
appreciatively	115
apprehend	92
apprehended	130
apprehending	21
apprehends	5
apprehension	508
apprehensions	56
apprehensive	281
apprehensively	90
apprehensiveness	5
apprentice	519
apprenticed	219
apprentices	336
apprenticeship	497
apprenticeships	60
apprise	8
apprised	25
apprize	1
approach	16029
approachable	94
approached	2821
approaches	3259
approaching	1905
approbation	57
approbations	1
appropriability	11
appropriacy	7
appropriate	11453
appropriated	184
appropriately	881
appropriateness	224
appropriates	71
appropriating	47
appropriation	432
appropriations	63
approval	3897
approvals	131
approve	1045
approved	4966
approver	90
approves	123
approving	229
approvingly	122
approx	329
approximate	537
approximated	73
approximately	2829
approximates	51
approximating	62
approximation	334
approximations	92
apps	89
appurtenance	3
appurtenances	23
appurtenant	8
appy	18
apr	315
apraxia	16
apres	22
apricot	334
apricots	84
april	14941
apron	471
aprons	75
apropos	26
apse	125
apses	45
apsidal	51
apt	662
apter	5
aptest	1
aptitude	190
aptitudes	64
aptly	252
aptness	13
apts	39
apus	11
aqua	104
aquaculture	16
aquae	10
aqualung	5
aqualungs	1
aquamarine	43
aquanaut	1
aquanauts	1
aquaplane	2
aquaplaned	1
aquaplanes	1
aquaplaning	4
aquaria	85
aquarian	47
aquarians	8
aquarist	21
aquarists	6
aquarium	873
aquariums	48
aquatic	415
aquatically	1
aquatics	39
aquatint	44
aquavit	15
aqueduct	101
aqueducts	33
aqueous	110
aquifer	95
aquifers	78
aquilegia	14
aquilegias	8
aquiline	40
arabesque	33
arabesques	22
arabica	10
arable	435
arachidonic	76
arachnid	7
arachnids	6
arachnophobia	6
arak	16
arb	7
arbalest	14
arbil	17
arbiter	155
arbiters	46
arbitrage	417
arbitrages	1
arbitrageur	21
arbitrageurs	26
arbitral	28
arbitrament	2
arbitrarily	232
arbitrariness	52
arbitrary	1084
arbitrate	38
arbitrated	6
arbitrates	4
arbitrating	14
arbitration	693
arbitrations	49
arbitrator	303
arbitrators	146
arbor	27
arboreal	46
arboretum	50
arboretums	1
arbors	2
arbour	59
arbours	7
arbs	2
arbutus	4
arc	1025
arcade	348
arcaded	45
arcades	118
arcadia	70
arcadian	24
arcading	33
arcana	9
arcane	114
arcanum	2
arced	33
arch	1104
archaea	3
archaeal	2
archaean	15
archaeoastronomy	2
archaeological	876
archaeologically	14
archaeologist	188
archaeologists	351
archaeology	716
archaic	369
archaically	4
archaism	10
archaisms	4
archangel	48
archangels	9
archbishop	1544
archbishopric	60
archbishoprics	2
archbishops	135
archdeacon	293
archdeacons	26
archdiocese	38
archdioceses	1
archduchess	8
archduke	35
archean	2
arched	487
archeological	13
archeologist	4
archeologists	20
archeology	2
archer	479
archers	306
archery	106
arches	523
archetypal	173
archetype	56
archetypes	37
archetypical	12
archiepiscopal	21
archimandrite	14
archimandrites	1
arching	109
archipelago	145
archipelagoes	3
architect	1581
architectonic	8
architectonically	1
architectonics	1
architects	1140
architectural	1248
architecturally	69
architecture	2851
architectures	178
architrave	29
architraves	13
archival	153
archive	696
archived	27
archives	712
archiving	75
archivist	71
archivists	83
archly	56
archness	2
archon	50
archons	11
arcing	19
arcminute	1
arco	58
arcs	142
arcsecond	1
arcseconds	6
arctic	895
arcturus	16
arcuate	11
ardent	242
ardently	40
ardour	83
ardours	3
arduous	241
arduously	5
arduousness	1
are	458447
area	35024
areal	57
areas	23285
areca	4
aren	6680
arena	995
arenaria	8
arenas	137
arenite	2
arenites	1
areola	1
arete	5
aretes	1
arethusa	4
argent	28
argentum	2
argillaceous	10
argles	9
argon	55
argonaut	12
argonauts	10
argosies	1
argosy	10
argot	21
arguable	214
arguably	628
argue	4208
argued	6395
argues	2280
arguing	1754
argument	8252
argumentation	49
argumentative	139
argumentatively	3
argumentativeness	1
arguments	3829
argy	16
aria	163
arian	29
arianism	9
arians	4
arias	172
arid	384
aridities	1
aridity	34
aril	6
arils	5
arioso	12
arise	3268
arisen	709
arises	1776
arising	2219
arista	14
aristocracies	19
aristocracy	507
aristocrat	140
aristocratic	515
aristocratically	4
aristocrats	179
arithmetic	553
arithmetical	65
arithmetically	17
arithmetics	1
ark	320
arks	16
arm	9009
armada	116
armadas	8
armadillo	22
armadillos	16
armageddon	56
armament	99
armamentarium	6
armaments	184
armature	17
armatures	2
armchair	695
armchairs	207
armed	4909
armful	60
armfuls	25
armies	998
armiger	19
armigerous	7
armilla	4
arming	63
armistice	138
armistices	2
armoire	7
armor	5
armored	6
armorial	30
armory	26
armour	982
armoured	558
armourer	19
armourers	27
armouries	21
armours	1
armoury	204
armpit	77
armpits	115
arms	10822
army	11288
arnica	31
aroma	338
aromas	50
aromatherapist	20
aromatherapists	21
aromatherapy	189
aromatic	303
aromatically	3
arose	1557
around	43483
arousal	412
arouse	311
aroused	878
arouses	55
arousing	174
arpeggio	39
arpeggios	48
arquebus	79
arquebuses	5
arraigned	29
arraigning	1
arraignment	10
arraignments	2
arrange	2232
arranged	4083
arrangement	3234
arrangements	5726
arranger	47
arrangers	17
arranges	112
arranging	838
arrant	15
arras	46
array	1136
arrayed	45
arraying	1
arrays	125
arrear	25
arrears	639
arrest	2157
arrestable	79
arrested	3478
arresting	232
arrests	578
arrhythmia	30
arrhythmic	19
arris	4
arrival	3357
arrivals	363
arrive	2837
arrived	8430
arrives	881
arriving	1530
arriviste	11
arrivistes	2
arrogance	489
arrogant	620
arrogantly	61
arrogate	10
arrogated	7
arrogates	4
arrogation	5
arrondissement	15
arrondissements	2
arrow	1100
arrowed	30
arrowing	8
arrowroot	17
arrows	590
arroyo	5
ars	40
arsenal	1383
arsenals	58
arsenic	153
arsenide	33
arsenides	1
arsenite	2
arson	320
arsonist	21
arsonists	66
arsons	3
art	15758
artefact	244
artefacts	558
artefactual	26
artemisia	36
arterial	297
arteries	247
arteriography	12
arterioles	11
arteriosclerosis	12
arteriosclerotic	3
arteriovenous	4
artery	323
artesian	14
artful	66
artfully	49
artfulness	7
arthritic	96
arthritis	466
arthroplasty	1
arthropod	26
arthropods	67
arti	6
artichoke	34
artichokes	64
article	6632
articled	61
articles	2911
articular	23
articulate	609
articulated	544
articulates	65
articulating	107
articulation	333
articulations	21
articulatory	49
artifact	42
artifacts	106
artifice	78
artificer	20
artificers	33
artifices	5
artificial	1987
artificiality	63
artificially	324
artilleries	3
artillery	730
artis	26
artisan	153
artisanal	33
artisans	226
artist	4053
artiste	46
artistes	70
artistic	1544
artistically	89
artistries	1
artistry	93
artists	3853
artless	31
artlessly	12
artlessness	5
arts	5421
arty	157
arugula	2
arum	31
arvo	2
aryan	55
aryans	14
as	655510
asbestos	328
asbestosis	18
ascarid	3
ascaris	8
ascend	128
ascendance	8
ascendancy	194
ascendant	87
ascendants	12
ascended	138
ascendency	11
ascendent	4
ascending	237
ascends	45
ascent	501
ascents	86
ascertain	532
ascertainable	32
ascertained	215
ascertaining	110
ascertainment	40
ascertains	10
ascetic	96
ascetically	1
asceticism	46
ascites	114
ascitic	12
ascorbic	47
ascribe	111
ascribed	372
ascribes	37
ascribing	46
ascription	31
ascriptive	32
aseptic	35
aseptically	3
asexual	76
asexuality	4
asexually	10
ash	1378
ashamed	1037
ashamedly	6
ashen	97
ashes	526
ashlar	18
ashlars	1
ashore	636
ashram	12
ashrams	1
ashy	16
asi	41
asic	24
asics	27
aside	3851
asides	55
asinine	11
ask	18654
askance	48
askari	7
aske	16
asked	31277
askew	83
asking	6237
asko	2
askos	1
asks	1950
aslant	10
asleep	2277
asocial	15
asparagus	114
aspartame	20
aspartate	37
aspartic	5
aspect	4314
aspects	7194
aspen	65
aspens	2
asperge	2
asperges	5
aspergillosis	1
asperities	4
asperity	23
aspersion	3
aspersions	19
asphalt	97
asphalts	1
asphodel	7
asphyxia	25
asphyxiate	5
asphyxiated	17
asphyxiates	2
asphyxiating	7
asphyxiation	20
aspic	26
aspidistra	23
aspidistras	2
aspirant	40
aspirants	41
aspirate	18
aspirated	72
aspirates	20
aspirating	1
aspiration	290
aspirations	978
aspire	217
aspired	146
aspires	52
aspirin	316
aspiring	312
aspirins	40
ass	333
assai	3
assail	27
assailable	5
assailant	132
assailants	90
assailed	118
assailing	5
assails	5
assassin	305
assassinate	94
assassinated	196
assassinates	1
assassinating	13
assassination	560
assassinations	68
assassins	157
assault	2250
assaulted	429
assaulting	249
assaults	426
assay	502
assayed	136
assayer	4
assayers	2
assaying	11
assays	223
assegai	1
assegais	4
assemblage	211
assemblages	252
assemble	443
assembled	1269
assembler	91
assemblers	22
assembles	47
assemblies	539
assembling	245
assembly	5466
assent	412
assented	43
assenting	9
assents	14
assert	696
asserted	719
asserting	350
assertion	877
assertions	272
assertive	363
assertively	19
assertiveness	181
asserts	327
asses	60
assess	2674
assessable	51
assessed	2236
assesses	135
assessing	1424
assessment	6843
